order,wave,xpix,weights
22.0,7771.9468,900.0243314319946,21.704661637161774
22.0,7788.9342,729.1544531275293,39.809449848555296
22.0,7798.3579,632.7875167318538,34.95648990413504
22.0,7817.7669,434.3721777536261,42.85635843082168
22.0,7847.5394,123.48193519670522,35.618727568691725
23.0,7585.7922,1697.5645661942872,35.17144131849972
23.0,7627.1749,1296.4649270347709,28.867241464911103
23.0,7628.8818,1279.6966722583254,34.080270081100885
23.0,7647.3794,1096.3604151731017,63.28025739016231
23.0,7653.8284,1031.704842044876,16.638519702423597
23.0,7658.3246,986.5318833769737,18.44322744227581
23.0,7670.0575,868.2582548590602,42.21969657981586
23.0,7678.1267,786.1255448910142,27.251201457043628
23.0,7685.3075,712.5080065981833,19.08071188528757
23.0,7704.8169,510.54497132944465,20.46888659801584
23.0,7728.951,257.2887956524744,13.175096169953436
24.0,7471.1641,1827.460492405281,13.285762128012411
24.0,7481.3545,1729.1923075030775,16.444209059540157
24.0,7484.3267,1700.6790278073568,27.829742941856605
24.0,7500.6556,1541.685566948419,17.81697944628314
24.0,7510.4082,1445.995609523506,33.4701955816663
24.0,7549.3138,1056.9696481455512,34.815249707384076
24.0,7567.7417,868.7931384390704,54.72811643480676
24.0,7585.7922,682.0405006914463,66.06685121378379
24.0,7589.3151,645.1038309694367,28.40344861893834
24.0,7627.1749,243.46776761149584,20.523960416239852
24.0,7628.8818,225.16522369636726,22.635676247618385
24.0,7647.3794,24.912012780452265,17.161884197054036
25.0,7372.1184,1834.6574235363282,57.403251897011344
25.0,7383.9805,1719.0629280217938,421.83765114572975
25.0,7385.5006,1704.2072163248156,35.01938595470952
25.0,7425.2942,1308.5178422001973,41.42702417468036
25.0,7428.9405,1271.623468323275,43.356159669977686
25.0,7430.2533,1258.347854300024,29.67907772101067
25.0,7435.3683,1206.4712030627647,72.13774240540256
25.0,7436.297,1197.0567986234805,42.283928973295495
25.0,7444.7489,1110.8503735409986,20.857940251416245
25.0,7447.8488,1079.7111576316895,16.43475354925231
25.0,7471.1641,837.6278270176377,40.92931839973645
25.0,7484.3267,699.4182683523323,54.154072599706296
25.0,7510.4082,421.4292305103208,33.30053942512354
26.0,7272.9359,1869.020314638853,67.60033040910979
26.0,7311.7159,1482.751004692151,59.05557208371
26.0,7316.005,1439.3850405818914,53.28096673376022
26.0,7385.5006,716.9450634288046,67.56492563689328
26.0,7425.2942,285.3688936111134,30.638700535128933
26.0,7428.9405,245.1427547915181,28.802455474755053
26.0,7435.3683,173.97744034050885,41.5224856205346
27.0,7206.9804,1594.7816131171176,69.9484013240895
27.0,7208.0063,1584.4214599764114,37.19334438611508
27.0,7219.1515,1470.9165441948867,21.54302163306431
27.0,7244.6965,1206.9715232605342,24.277223981438784
27.0,7270.6636,933.3058253910688,39.51832702972366
27.0,7272.9359,909.0527357491197,359.43774263971153
27.0,7311.7159,489.0919828293647,66.42500886351883
27.0,7316.005,441.80189068552085,53.904590037979006
27.0,7328.285,305.69646815371624,21.11544485109205
27.0,7353.293000000001,24.75640292801662,25.668061567675448
28.0,7107.4778,1679.6913432508097,30.28098835976622
28.0,7124.5607,1504.1580766872205,53.356101920529746
28.0,7125.82,1491.1693729701194,44.70927903313704
28.0,7147.0416,1269.7361963904668,199.35549349151347
28.0,7150.2844,1235.6374667497055,41.68414423680535
28.0,7168.8952,1037.8884037312268,158.71589049195586
28.0,7191.1328,798.112465036687,20.244957169996397
28.0,7200.0454,700.4952316889305,24.507743417818304
28.0,7208.0063,612.9114089549013,57.62252981062067
28.0,7212.6896,561.1241955620421,20.00167057392924
28.0,7219.1515,489.4490123920018,25.26146711740018
28.0,7242.0919,231.48021787205985,12.649529269164187
28.0,7244.6965,201.88284595133285,15.35132086194634
29.0,7018.5675,1680.4628643569074,40.6996056159691
29.0,7030.2514,1559.1452478796539,85.67918131831723
29.0,7045.797,1396.0679256616693,19.81972156417868
29.0,7067.2181,1168.1385432179966,607.6239712287268
29.0,7068.7358,1151.818072848843,116.43155517197901
29.0,7084.169,985.0027657410283,61.71699010931028
29.0,7107.4778,729.0691834650835,55.760360605149316
29.0,7124.5607,538.4167721004678,67.70949031926844
29.0,7125.82,524.2572974118959,53.5150740947457
29.0,7147.0416,283.42592695639536,136.24840777162132
29.0,7150.2844,246.29320841229068,27.000451255051576
29.0,7168.8952,31.41284561948889,40.21541101575188
30.0,6937.6642,1620.3090434743856,54.23728692406245
30.0,6943.6105,1557.6737167108392,37.03381715553892
30.0,6951.4776,1474.3397321891384,26.418032102076673
30.0,6960.25,1380.7665548908249,29.68934383089307
30.0,6965.4307,1325.3119870106693,531.8013899883642
30.0,6989.6553,1062.5641496800158,98.47377180435338
30.0,7000.8036,939.9563209871817,50.5203428121615
30.0,7018.5675,742.2292114429305,80.46994699097199
30.0,7030.2514,610.6011244124983,125.3924441706534
30.0,7067.2181,185.762005406947,329.3472763706492
30.0,7068.7358,168.02356806006173,60.63936004842824
31.0,6861.2688,1532.748768968703,30.135820230108045
31.0,6871.2891,1425.0495793066684,116.7725374101536
31.0,6874.753000000001,1387.6768809639468,30.301740351426535
31.0,6911.2264,986.9683111109094,148.6330353237436
31.0,6937.6642,689.0269515177139,93.00727747111635
31.0,6943.6105,621.0920553229591,55.508377859457674
31.0,6965.4307,368.9188529774744,420.3564370484169
32.0,6752.8335,1809.3170210191424,49.094985178901965
32.0,6778.3123,1536.0663545436555,24.65142868228412
32.0,6791.2351,1395.3633955363532,15.194937120320391
32.0,6824.6774,1024.0887384392886,23.766628642507158
32.0,6829.0355,974.9529775331224,37.632235610624704
32.0,6834.9246,908.2484302847467,67.38555676672411
32.0,6861.2688,605.9149543150672,41.36556835244753
32.0,6871.2891,489.1560847038663,122.93297313542027
32.0,6874.753000000001,448.5771528883656,29.032012717035084
32.0,6888.1742,290.16378416040226,23.672483105937037
32.0,6911.2264,14.537735886154385,23.97625981531612
33.0,6674.6969,1785.314962509956,15.09858932283802
33.0,6677.2817,1757.390123873351,40.87917570448971
33.0,6684.2929,1681.5228188290287,25.429007405924672
33.0,6719.1995,1297.2571454028534,28.155211005720407
33.0,6727.4583,1204.895652353096,33.88295591263614
33.0,6752.8335,916.6569032643756,157.0753706608748
33.0,6766.6117,757.5772861998897,50.496867491053855
33.0,6778.3123,620.9916056029067,35.90089695947717
33.0,6788.8403,496.8321359632306,16.101026753794038
33.0,6791.2351,468.603383980702,15.563773419450815
34.0,6588.5396,1868.6490501535434,18.802627903274
34.0,6591.4845,1836.3108746419466,35.4951857307596
34.0,6593.4628,1809.601753972372,17.25684929999902
34.0,6604.8534,1690.4018309223948,20.119337589674554
34.0,6619.9458,1523.6974373056814,15.037884193990527
34.0,6638.2207,1319.2797368525717,37.505818961177575
34.0,6639.7403,1302.137273658649,30.766856381946198
34.0,6643.6976,1257.377641298855,52.0660784898563
34.0,6662.2686,1045.338750754695,64.96526725876754
34.0,6666.3588,998.2503566096342,45.181353936577985
34.0,6727.4583,273.8635342741014,21.752281482891973
35.0,6531.3418,1654.0021436421066,32.767665414152106
35.0,6538.111999999999,1578.5563557743505,20.54174645777794
35.0,6577.2146,1133.4588979126918,48.24844542743512
35.0,6583.906,1055.8502251708858,115.79227496225992
35.0,6588.5396,1001.8390218582467,100.79386060638672
35.0,6591.4845,967.4112283489778,126.75093426417341
35.0,6593.9391,938.6453393778385,54.97707016680951
35.0,6604.8534,809.934558411698,42.12086901063337
35.0,6619.9458,630.0444563938138,21.04569839057952
35.0,6638.2207,408.81427957796507,30.874972034934316
35.0,6639.7403,390.27101396597135,23.802780041032893
35.0,6643.6976,341.9280782086087,36.715420160347655
35.0,6662.2686,112.63307676675024,25.91517374342661
36.0,6457.2824,1642.6627736552402,54.96134000842572
36.0,6483.0825,1348.7196041398277,34.506864811403034
36.0,6490.7372,1260.314379253655,31.3519833710892
36.0,6512.3639,1007.2384803510356,37.04265350377921
36.0,6531.3418,781.1294696686779,65.96667267049301
36.0,6554.1603,504.40224866947364,36.008634171958946
36.0,6583.906,135.15412836482685,47.03481557691269
36.0,6588.5396,76.83108923120356,30.759191090330372
36.0,6591.4845,39.726231875915225,27.74039968694712
37.0,6371.9436,1778.2869526823022,10.681993049581752
37.0,6376.9305,1722.172163465325,14.878430676929149
37.0,6384.7169,1633.5646152954273,27.49574008535898
37.0,6387.3957,1602.8976092737216,15.334475378874625
37.0,6411.8991,1319.8414488526014,41.41846333621607
37.0,6416.3071,1268.292557139275,80.43374540003661
37.0,6457.2824,779.3870505007732,107.38373760436926
37.0,6483.0825,462.2931931200934,31.00511925184688
37.0,6490.7372,366.739436480891,22.02916954814605
37.0,6512.3639,93.58487288063988,14.545603889610947
38.0,6307.656999999999,1694.9515028320968,17.572300927101953
38.0,6326.3669,1478.409377173521,15.254160485084311
38.0,6327.2778,1467.7055712359165,29.196196890175525
38.0,6342.8595,1284.4568949916984,48.7202111885959
38.0,6371.9436,935.6060943810418,29.941158481768245
38.0,6376.9305,875.0346485217977,33.72379734573308
38.0,6384.7169,779.6329247376898,53.1536414556667
38.0,6387.3957,746.7038133549971,28.51731690345422
38.0,6411.8991,441.5322994435692,35.19356978605557
38.0,6416.3071,385.8659507345836,59.22654849899435
38.0,6437.7613,113.15579923152744,8.518306432437504
39.0,6224.5272,1845.6381787449384,14.156861411753493
39.0,6257.4237,1462.4572836614193,19.635798757947224
39.0,6271.5444,1294.8201528164127,18.272705823262797
39.0,6274.1166,1263.8459712479726,24.537028796426426
39.0,6291.1915,1057.586881655003,16.435730735351587
39.0,6296.8722,988.1853346531261,35.78912160216273
39.0,6307.656999999999,855.5985334240642,41.263539830855706
39.0,6315.775,755.0614957676047,17.79658333914246
39.0,6326.3669,622.4456454608815,20.37450922760039
39.0,6327.2778,610.979049071609,38.10472702768348
39.0,6342.8595,413.51214596390906,37.11024559166121
39.0,6348.7151,338.3336972096743,14.297550143973082
40.0,6164.4796,1748.3818524143078,24.223700894499768
40.0,6172.2778,1656.8947860852534,37.888493666537
40.0,6182.6217,1534.5686199291515,71.32732986257619
40.0,6188.1251,1469.0349036962036,24.844426642987948
40.0,6191.9053,1423.8038476446563,27.938689980262982
40.0,6198.2227,1347.8908949485362,43.10529969123387
40.0,6203.4925,1284.2724743979159,63.83610797466782
40.0,6207.2201,1239.070228227832,42.02655956183536
40.0,6215.9383,1132.806423053598,27.657550812602032
40.0,6224.5272,1027.1898015044276,55.44315287221932
40.0,6226.3697,1004.4532267776184,29.600998979935934
40.0,6234.8554,899.2050430345275,28.11733687950411
40.0,6240.9536,823.1465419510132,14.839633502231901
40.0,6257.4237,615.2142368510775,24.92631681560287
40.0,6274.1166,401.16245357797226,18.82560121551959
40.0,6296.8722,104.56006462010292,12.753358664107774
41.0,6112.8375,1565.6402485755393,14.392590886313092
41.0,6151.9929,1087.9698179719771,48.781415172612355
41.0,6164.4796,932.0815924045207,62.140357035418575
41.0,6172.2778,833.7786935707753,81.62276204708344
41.0,6178.4315,755.6565287272134,23.640020211812182
41.0,6182.6217,702.2595976722757,111.40337414372844
41.0,6188.1251,631.7469357944466,32.73614217604475
41.0,6191.9053,583.1242660197064,32.13461291595073
41.0,6198.2227,501.4561831455653,40.86545575783879
41.0,6203.4925,433.01233224128526,51.076619964462566
41.0,6207.2201,384.35532725946143,29.83277495521521
41.0,6224.5272,156.3556021359201,21.404495874251246
42.0,6032.1274,1746.0787575084714,37.304717172319826
42.0,6037.6975,1679.408980604146,20.871251513077976
42.0,6043.2233,1612.7635872434423,33.55455434828708
42.0,6049.0509999999995,1542.2359707577161,25.55416691975199
42.0,6059.3725,1416.3587765149884,34.040689285094516
42.0,6073.1036,1247.2916356864087,15.34327132902874
42.0,6077.1057,1197.3140202848624,15.145924665419116
42.0,6077.8728,1187.7395882030905,17.198131202929204
42.0,6078.4212,1180.98803125538,12.809168053875812
42.0,6079.2227,1170.8548800923086,18.508473928553148
42.0,6085.3748,1094.1286079334711,23.84981438150303
42.0,6088.0305,1060.6620493197952,32.88490837127602
42.0,6101.7251,887.2837406368659,24.401380205786662
42.0,6105.6351,837.3712296105276,36.86751637782991
42.0,6112.8375,745.0330443321037,22.90959687901765
42.0,6124.4805,594.2509634564436,16.530020788476847
42.0,6151.9929,231.47227810984677,22.493851293757835
42.0,6164.4796,63.93209099897534,14.476440790967604
43.0,5973.6649,1677.0515002025236,31.816033731181747
43.0,5975.0648,1659.9825531705612,19.486851801365756
43.0,5989.0447,1488.9113495721658,26.164380932824308
43.0,5991.0071,1464.7436303256534,20.59318536510363
43.0,5994.1287,1426.17088102677,40.418493738631305
43.0,6007.0722,1265.063485374719,26.48375614110348
43.0,6010.1606,1226.3024864542665,31.062156912152314
43.0,6030.445,969.1188378500352,23.363043846351584
43.0,6032.1274,947.5728198720268,104.36833446299332
43.0,6037.6975,876.0320932944569,48.50578947407408
43.0,6043.2233,804.6137229748764,67.59104830270407
43.0,6049.0509999999995,728.9238620655212,42.42610022552793
43.0,6059.3725,593.7768296909937,39.74706244472014
43.0,6079.2227,329.98578477617843,11.294748133418341
43.0,6088.0305,211.55175742857674,14.45413802608433
44.0,5905.5707,1741.3364500143753,10.664873356520816
44.0,5912.0853,1661.164213942174,33.837134817859834
44.0,5928.813,1453.9947441476113,28.511769372503476
44.0,5944.6472,1254.9964539051396,18.549055718682368
44.0,5973.6649,882.3475276781876,73.34617320438117
44.0,5975.0648,864.1159196700107,42.63768624049188
44.0,5987.3016,703.6385588254649,22.475852510173503
44.0,5991.0071,654.7178765843223,28.440915993131156
44.0,5994.1287,613.3041001891911,49.38401353594942
44.0,6005.165,465.9003237281514,19.290993823310586
44.0,6007.0722,440.33895228056986,21.1091081114192
44.0,6010.1606,398.7496553169465,21.731828485506224
44.0,6021.0357,251.42971855401592,16.396475246186803
44.0,6032.1274,99.53729915011348,31.181118698409147
45.0,5860.3103,1538.9160077276597,21.031191283664867
45.0,5882.6242,1256.3482542641166,27.772240829917422
45.0,5885.7016,1216.949695694877,30.270948405196318
45.0,5888.5841,1179.8371978256696,44.50904332083227
45.0,5889.9531,1162.2821712994623,48.377025093892314
45.0,5891.451,1142.8753554017978,24.41204246624689
45.0,5912.0853,873.9645293395529,78.45150261615366
45.0,5916.7282,813.8963423436393,14.890418059032266
45.0,5918.9442,783.3501341290279,15.242311801105629
45.0,5928.813,651.965828879889,38.82271648360192
45.0,5944.6472,438.49939215915776,15.261187495391328
46.0,5789.6451,1668.497002846985,11.964704572379787
46.0,5792.4304,1633.1794319601458,13.744359368500962
46.0,5800.8297,1527.1902583678225,25.51340557964741
46.0,5804.1412,1485.1873073177164,55.225490627883524
46.0,5815.4219,1340.9591452890759,17.047514018641767
46.0,5832.3705,1121.337206430911,19.962503389945272
46.0,5834.2633,1096.6906685985982,24.91159064041118
46.0,5860.3103,751.4961481584635,35.94265002381569
46.0,5863.7184,705.588824626074,18.55568330393212
46.0,5882.6242,448.612494895179,20.97742123927916
46.0,5885.7016,406.45950849278535,20.632295284946434
46.0,5888.5841,366.6642131005333,28.095576959852806
46.0,5889.9531,347.8158814058628,29.395749685219684
46.0,5891.451,327.0937929238013,14.064549243648624
47.0,5720.1828,1799.2807318037376,24.209649071043927
47.0,5725.3885,1734.0119359426235,10.254880389106393
47.0,5753.0265,1380.6896238917352,25.282357715342282
47.0,5760.5508,1282.9786208470841,121.15636979364069
47.0,5763.529,1244.1220636536325,29.610891925272078
47.0,5789.6451,898.2273088735402,28.23186128657936
47.0,5792.4304,860.8111060844327,29.19570983418777
47.0,5800.8297,747.3468386763975,41.388974149755065
47.0,5804.1412,702.3247992715021,81.25165858933751
47.0,5815.4219,547.9379440412034,18.136366453573398
48.0,5665.1799,1764.5911024909458,8.799250252618872
48.0,5707.1033,1220.4421716685138,26.542710225725536
48.0,5725.3885,976.2959317487714,30.05898546193788
48.0,5732.975,873.2659538207605,16.680531923314454
48.0,5753.0265,598.7067901849633,29.66618495110025
48.0,5760.5508,494.1206542373064,104.68580172886658
48.0,5763.529,452.51665546790895,23.180050665142428
49.0,5606.733,1787.3367764040418,18.655009315545076
49.0,5615.3195,1676.8924476660682,15.311395934428935
49.0,5639.7461,1357.4211114599166,26.197458586956976
49.0,5650.7043,1211.6882091981834,36.176405965568925
49.0,5657.9255,1114.7560232486624,14.717345971672685
49.0,5665.1799,1016.625308711856,29.784664086478887
49.0,5667.1281,989.9059132161348,13.909102309081886
49.0,5674.9864,882.8771934691356,13.618980317225873
49.0,5677.0529,854.590187287533,22.40106398999228
49.0,5707.1033,435.3350171744085,18.639235427075654
49.0,5720.1828,249.10546959811543,38.512719249010416
50.0,5572.4649,1508.8843558860858,21.776496536670443
50.0,5573.3535,1497.8915763818195,26.20020892119977
50.0,5579.3583,1418.265914888359,22.2449804089302
50.0,5587.0263,1315.8067979095338,52.379739864298095
50.0,5593.6129,1227.2475380433045,12.50104339931293
50.0,5601.6032,1118.9767696451513,44.75750276073662
50.0,5604.5154,1079.3186323721657,22.38707675715556
50.0,5612.0679,975.9058586375528,19.836390597115592
50.0,5615.3195,931.1052763283664,40.405449584341135
50.0,5639.7461,589.9621235499748,28.3224460326206
50.0,5650.7043,434.0396211942452,26.238117539598605
50.0,5665.1799,225.90249502420158,11.59916560928301
51.0,5499.2554,1755.4372164172546,16.608606204090034
51.0,5509.9938,1613.951560329879,14.590235111726935
51.0,5514.8731,1548.9825700069064,14.062838629377312
51.0,5539.2618,1220.6846364215487,40.993250079574814
51.0,5548.1758,1098.636191202987,27.496350423261376
51.0,5557.0454,976.0161827692996,30.609896459498195
51.0,5572.4649,759.5660897636773,37.502803055061435
51.0,5573.3535,747.7105266897732,41.273767303406146
51.0,5579.3583,662.6439644130975,28.48454964478834
51.0,5587.0263,553.2734063945452,51.3591698511779
51.0,5595.0635,437.67929707002565,19.24127104707455
51.0,5601.6032,342.8493701366741,24.193796650951427
51.0,5606.733,268.22905043723983,27.24877439116587
51.0,5615.3195,142.31137760823108,11.154928974747124
52.0,5464.2055,1510.455289346457,11.206924011509653
52.0,5470.7591,1421.9567356397229,11.083225703594218
52.0,5499.2554,1029.8693361112848,52.908431166468105
52.0,5504.3018,959.159850852853,21.687000658452927
52.0,5514.8731,810.0107556066214,26.160620242594646
52.0,5539.2618,459.3721487879634,30.709868376003676
52.0,5539.9106,449.8738509228727,11.892082345089722
52.0,5548.1758,328.9999117959576,14.344590775774233
52.0,5557.0454,198.1974158776452,11.112012741632357
53.0,5410.7687,1523.0132347429746,13.876671730593396
53.0,5415.5226,1458.1645082644861,11.9385910018051
53.0,5417.4858,1431.3540812834617,34.091586453153226
53.0,5424.0079,1341.5830577382085,14.260696034114034
53.0,5425.6783,1318.600334580376,11.586120619177056
53.0,5431.111999999999,1243.5281069899652,20.071867941211647
53.0,5499.2554,263.31579265115556,21.506242936406466
53.0,5504.3018,187.7978925714236,9.44161226133912
54.0,5343.5812,1736.3205749429394,14.67092056282094
54.0,5360.1501,1510.878901909176,11.585904419086427
54.0,5386.6107,1142.0675643386335,26.757996518098675
54.0,5394.7608,1026.4810469435986,27.351904792086373
54.0,5415.5226,727.6967450449192,16.485580644603523
54.0,5417.4858,699.050956734403,47.528317311766074
54.0,5424.0079,603.4355910573547,15.86164325434717
54.0,5425.6783,578.9616427827386,11.92199073487948
54.0,5431.111999999999,498.70047053945626,15.319098202239315
55.0,5312.0018,1477.1136509509704,22.991788048936424
55.0,5326.9756,1267.3008389061515,19.89271196823638
55.0,5343.5812,1030.7505328234756,45.442852064867886
55.0,5360.1501,790.6394913810547,21.45708475666833
55.0,5374.8219,574.2729630388982,13.38446851975096
55.0,5386.6107,397.84777906995697,16.279095573062868
55.0,5394.7608,274.7977017999005,11.65207059183006
56.0,5247.6547,1681.712615329163,12.583715882710262
56.0,5258.3602,1533.2346649204853,21.929125183838504
56.0,5260.1041,1508.778598351353,8.418571060782712
56.0,5266.7103,1415.9627859610246,21.753581636050487
56.0,5274.1188,1311.2073662896942,14.018662435591116
56.0,5281.0687,1211.9027261480192,15.631045055708174
56.0,5294.3971,1019.9831670929166,14.164677891411806
56.0,5296.2787,992.3417638526173,16.802297107934535
56.0,5310.2665,787.7756238588263,13.910249330096553
56.0,5312.0018,761.8886909007829,37.027852675217794
56.0,5317.4944,680.2292684611008,12.631082557961465
56.0,5326.9756,538.4870903717588,17.708782159565374
56.0,5343.5812,286.47701210228763,18.549488092388547
57.0,5211.2305,1511.406063694435,18.270768068802763
57.0,5213.3492,1481.3414469851587,11.477322212023886
57.0,5219.1099,1399.6493865473724,17.616957042556837
57.0,5231.1597,1226.8012152333074,47.345400505436075
57.0,5238.8137,1115.8905440175768,16.63277419200723
57.0,5239.552,1105.0836394422238,15.842010786003248
57.0,5258.3602,828.4571505509741,42.051095890284955
57.0,5260.1041,802.6131210742261,15.409126867726206
57.0,5266.7103,703.8121025786024,28.286492432230506
57.0,5274.1188,592.1453699022378,14.433100220818131
57.0,5281.0687,486.65920855205286,13.066510776588624
58.0,5154.2429999999995,1641.6801397008267,14.462284546759546
58.0,5158.6041,1579.9849806565005,24.94625604626277
58.0,5163.4584,1511.0503495450766,12.852195949304006
58.0,5195.8057,1041.4737082002096,31.052453505236226
58.0,5211.2305,811.8687721844789,34.557576836990584
58.0,5219.1099,693.0350055635939,22.417882760463584
58.0,5231.1597,509.2243673020455,36.81812865432899
58.0,5238.8137,391.5910276552145,11.040881421307935
58.0,5247.6547,253.4763912082924,10.596235297432221
59.0,5115.0448,1532.1968789301827,16.807141420340294
59.0,5134.746,1246.1240539737014,18.658369204255763
